,x1,x2,x3
281,5.2037015,-1.7886215,1.8058031
282,-12.309854,3.2175074,8.5311775
283,5.1833425,-8.345174,2.6198606
284,3.1821537,2.707136,4.7145967
285,-1.5205709,-5.8346853,-9.298064
286,-8.77838,1.7338436,5.103822
287,-1.4670011,1.6887342,5.346455
288,3.5496016,-4.2575064,-9.012379
289,-1.3012447,-0.046220783,7.7391634
290,-12.791139,3.3269992,3.5257266
291,-2.0880294,2.0532107,1.4927402
292,0.70785254,0.3535303,8.397666
293,5.5176964,-10.6627865,-5.9830275
294,-4.010899,2.7175372,9.101126
295,-1.1637471,1.9882895,6.9940557
296,1.5428572,4.462497,2.8319092
297,1.3020222,-0.4048786,6.4067087
298,2.9493043,4.5315566,1.5752007
299,-8.190173,4.0550547,3.4182727
300,-1.0570151,-0.35848036,7.183618
301,-3.0935972,3.5474029,8.437948
302,0.2678165,-1.8327142,-9.412737
303,0.73035824,4.799702,7.7537675
304,-3.5491736,5.438581,2.9026492
305,1.0186136,-3.3992214,-1.4991235
306,9.400587,-9.780853,-2.0541854
307,-2.6923454,-4.008216,-9.77779
308,5.162448,-8.655675,-3.7331984
309,8.138999,-7.3983936,2.4821465
310,8.80853,-7.2597613,0.060061418
311,0.7313743,-2.7933571,1.9084177
312,-3.5973275,3.1632104,8.249196
313,5.5671988,-5.1265597,-8.8532
314,2.7308967,4.1767383,3.5864482
315,4.263951,-10.3499975,-5.155211
316,-0.8820742,-0.7292667,-10.571187
317,1.9811258,0.09435082,7.137181
318,-1.1455008,-0.7610042,-1.6940069
319,5.8192105,-5.2337904,-8.5266285
320,-3.674857,-2.9933813,1.4036418
321,-9.719187,2.792815,2.924879
322,2.7109084,0.96741074,-13.008483
323,2.1959574,4.776578,4.9685974
324,7.8001213,-4.119681,-1.7372254
325,3.2452815,-1.5959477,-5.8471236
326,6.5139146,-8.292166,-6.068317
327,6.3804064,-2.225618,-9.980467
328,7.1003823,-4.204237,-9.536679
329,0.8077265,4.7243013,7.263482
330,0.22373894,-3.7086706,-2.7979832
331,-0.22210148,5.4117527,2.7919707
332,-2.2266855,5.7392335,6.4298577
333,4.2467117,-9.283956,-2.8139305
334,5.322065,-9.075257,-5.337892
335,-15.2783785,4.2322297,5.2624555
336,-0.17106086,-1.899576,-10.882438
337,-3.727255,-0.8903863,-0.44770288
338,2.8355343,-8.006304,-7.6103444
339,-1.9310526,-4.4205065,-3.221713
340,2.3521767,0.2562749,-7.1541233
341,3.6570103,4.913069,5.8984537
342,-0.3614961,-0.7077024,6.2793264
343,0.64888036,-2.4890075,-2.0682173
344,-2.4954195,-3.0222235,0.65495706
345,2.7547722,1.4183394,-10.148984
346,6.857247,-2.0868754,-10.10705
347,8.354355,-7.273103,0.42320928
348,-0.96932954,2.86979,-1.6466125
349,11.513631,10.569273,-2.1073742
350,-15.412668,5.0887856,7.687329
351,6.797676,-9.462369,-4.6801753
352,4.2331142,-1.8617673,-9.221942
353,-2.1531947,6.161789,6.777512
354,0.78450984,4.231686,-1.2688907
355,2.2283099,-4.3621545,-8.604262
356,-0.75921315,1.5839716,1.9180553
357,8.033649,-7.386118,-0.8696179
358,-9.914827,5.604327,6.872119
359,2.4463987,4.6725326,5.609354
360,-3.4875855,4.623233,1.7972684
361,0.04757841,3.815981,7.488506
362,-4.0511923,0.104410194,5.85875
363,2.4948235,2.8340619,-4.2702565
364,0.5775172,4.9726033,5.0247865
365,1.2137285,1.2062422,8.617052
366,4.9529223,3.6042135,5.0432367
367,-9.2481785,1.7626652,8.39158
368,2.394784,2.5674765,-0.23864831
369,5.054043,-8.649801,-4.1078763
370,-0.77342546,-3.6446807,-0.26328117
371,-1.6691678,3.580622,8.085617
372,1.6658988,-3.5730014,-5.5829797
373,6.0719,-5.0743012,-9.086641
374,-1.4927338,5.1212378,5.214499
375,-2.54207,5.9533195,7.102446
376,1.8017213,1.8624547,8.45902
377,1.3786786,5.2889557,2.8930213
378,-1.7381388,5.412749,6.1670957
379,7.7916455,-9.362072,-5.9711466
380,5.7499223,-6.4886203,-0.27775246
381,0.5627888,4.285058,3.7339401
382,-3.2879188,1.7109523,7.392827
383,-14.71849,5.4915757,7.530909
384,-9.339698,2.691401,4.3444543
385,-3.1246986,3.1627655,8.915672
386,5.291655,-11.296323,-5.7649727
387,-9.574363,3.4177313,2.8435838
388,-0.63365996,-0.27276736,8.38875
389,-12.970674,4.2681065,8.092944
390,0.94263643,5.3703446,6.7695355
391,-3.269152,2.9815855,8.8492365
392,-2.346435,-4.4124813,-9.135327
393,-15.863955,3.884518,6.541383
394,1.8142211,4.715878,2.5920308
395,-3.058798,-4.9888244,-1.6062402
396,-2.754256,2.8290043,-0.47494742
397,-0.5264488,6.323943,7.778743
398,-0.57150555,-2.830551,-10.817367
399,-12.117815,5.869105,6.445724
400,-4.017294,2.8286338,6.816401
401,1.2541751,2.7552133,-4.758005
402,-7.188788,3.3314233,3.3782568
403,1.8380083,2.7979686,-4.7555275
404,-0.7092326,6.505144,8.323185
405,0.74852395,1.1055185,4.779357
406,10.47934,-6.492009,-0.31184042
407,-9.572808,6.039305,5.116764
408,5.977907,-5.2576966,-8.118795
409,3.5977695,4.5683894,4.3188543
410,4.718627,-7.7856793,-2.3661137
411,8.312731,-7.445069,-5.122033
412,1.1962293,-3.617676,-9.590186
413,5.76195,-4.3791885,2.0425267
414,0.43070543,0.8256594,-0.5893837
415,0.6504864,-5.8331017,-7.5589375
416,-2.2000754,-2.0105963,1.655093
417,3.844268,-9.374896,-6.6624684
418,-8.6444645,5.6737833,3.8851986
419,-1.5907822,-2.5551045,-0.77575976
420,-13.379906,4.494423,4.2144504
421,-9.18292,3.1920493,7.991785
422,0.7414739,3.3963249,-1.0737392
423,-2.3272882,-1.4876723,0.85834193
424,4.8713036,-7.6313477,-2.081806
425,-10.799476,5.7411537,5.280075
426,-13.063751,3.4721003,6.4752417
427,-16.019491,4.407835,7.482251
428,-1.2442272,-2.968727,-10.956545
429,3.3164322,1.6666131,-9.80576
430,2.1006165,2.8574798,-0.98192704
431,4.0588346,-0.6069081,-8.992374
432,6.121734,-1.9635034,-9.785175
433,0.8286031,3.8708925,5.9426017
434,6.2220254,-4.7762833,-9.198719
435,-8.984314,2.7762606,2.5058296
436,-15.0108385,4.907442,7.404006
437,0.38712507,7.388346,9.340427
438,2.3986182,0.6254222,-3.8674679
439,6.34589,-8.420112,0.67657065
440,3.9882798,-9.401671,-4.2694626
441,-0.5073827,-1.1053069,-2.7569764
442,3.563815,-2.4880214,-8.915391
443,-1.4927361,-3.2970023,1.8274513
444,5.699327,-6.9752164,-7.544527
445,0.4363859,-0.11493714,-0.5915546
446,-8.573224,4.8626924,5.319575
447,3.1155734,4.525353,5.7295866
448,-4.1540356,-0.31544474,3.985296
449,3.52909,3.735365,-1.6567498
450,-2.5783367,4.311809,4.79207
451,3.5420718,1.2144943,-10.042933
452,6.571981,-6.811022,1.745388
453,-13.592687,5.002173,8.133524
454,0.4798322,1.4903133,-1.2479693
455,7.664938,-5.256238,-9.14413
456,3.397076,2.7069883,4.44649
457,-16.30967,3.8534253,7.26404
458,5.98032,-9.716841,-5.2179556
459,2.9686434,-1.1710722,-9.311849
460,0.03280885,6.0346217,7.7859035
461,-1.9995157,5.245,8.632136
462,-10.145544,2.7687335,4.5404625
463,6.7877483,-2.251547,-9.859619
464,-0.21632744,3.1668785,4.4050827
465,-0.5218101,-4.7787385,-5.8269205
466,-8.120858,1.8692396,2.4559422
467,-0.7694229,2.1682618,0.55114454
468,1.4072446,2.703354,-4.7489014
469,2.658892,0.8398456,6.134273
470,1.9700407,4.938371,7.3494444
471,2.5054133,0.85440916,-0.973454
472,-0.8910975,-1.3142473,-9.589693
473,-2.3298216,0.8295683,3.30164
474,-2.7669241,5.0171957,4.2639437
475,1.068007,-0.6783674,-10.243184
476,1.872124,1.2924658,-0.19551083
477,2.2349896,4.783096,1.8521605
478,0.6524169,0.5003958,7.485834
479,-1.085512,-4.7260265,-9.52189
480,-7.925446,4.940487,4.8369627
481,6.5760403,-4.2817435,0.46026742
482,-1.7105458,-4.9926815,-0.60484874
483,4.2812653,-10.509933,-4.2504997
484,-11.899841,6.548243,6.5816207
485,7.940243,-7.3241715,-0.21277006
486,7.8217144,-9.593328,0.22544873
487,2.0321405,4.677404,2.8430066
488,-1.0223668,-5.409296,-7.485195
489,-14.578365,5.518441,7.633071
490,-16.301525,4.156011,7.37404
491,14.332564,9.5200405,-2.166654
492,-1.1859409,0.24658015,7.0044756
493,-0.03778158,0.76203185,4.5733013
494,13.484414,10.187194,-1.528189
495,-7.750954,4.0730443,3.8539739
496,3.5901597,-8.716771,-2.95839
497,3.8270042,-8.949965,-7.1363626
498,2.497431,1.0304894,8.289337
499,4.465325,-10.566086,-5.75666
500,11.988295,9.6559515,-1.9193652
501,-15.801804,2.447989,7.5828977
502,6.008147,-8.443069,-0.13976282
503,-1.6581478,1.2751021,3.2167373
504,7.2632003,-7.873933,-3.292972
505,2.709229,2.2354045,-11.988233
506,-5.8948064,1.6542642,4.899837
507,6.645383,-7.715228,-5.930109
508,-3.3589444,-2.7322795,-0.9247587
509,-2.8287086,-2.1970274,0.9564768
510,5.905959,-7.5825024,-7.568233
511,5.697828,-1.9626476,1.4195926
512,13.516431,10.540387,-1.4839396
513,5.497412,-1.8251063,1.6294907
514,8.7191,-7.6045284,-2.3972151
515,1.9506812,1.1087171,-9.451968
516,0.56288695,1.4056313,-0.81447434
517,-0.12621662,2.203836,-2.0772233
518,-0.98733544,-0.6974057,2.5713952
519,-0.20683013,-0.27060416,-11.366254
520,-14.257739,5.9271946,7.677425
521,-3.7035394,-0.51416576,-1.0660309
522,-0.89834726,2.2856998,-2.3048713
523,-5.18978,1.8397385,3.66884
524,7.496204,-5.0052347,-8.786781
525,7.049552,-4.242847,-8.894285
526,6.2132306,-10.093617,-5.0275407
527,7.3413167,-7.559842,-6.8538175
528,0.079324245,-1.257721,-11.274392
529,-14.87674,4.7389054,7.917339
530,-12.211088,4.1658754,4.5524187
531,7.795001,-4.828416,-9.802628
532,-1.7389544,5.979234,10.059678
533,-7.629096,2.350373,3.1536028
534,0.31994298,-1.6655608,-11.037812
535,0.4863122,-0.57878995,-8.725412
536,-3.1845255,5.844486,7.925108
537,13.566896,10.38998,-1.7504293
538,-6.5774546,0.6944787,2.277877
539,-2.777492,-0.053528514,5.6057773
540,0.38993862,0.5048723,-11.15433
541,-12.371952,5.4713945,7.134862
542,2.1876926,1.6089435,5.6496787
543,-9.998,0.82019705,5.8175693
544,2.8397188,0.6736451,-3.5913932
545,-0.8399502,-3.6523583,-8.238803
546,3.332433,4.001041,5.7734118
547,6.690201,-7.459303,1.4070785
548,-3.3903675,2.1154697,3.1911638
549,6.623674,-5.839207,1.3591269
550,-1.0620612,5.9060965,5.415793
551,0.084848054,2.901508,-2.7828107
552,5.5550656,-8.729888,0.2519562
553,5.8465314,-7.0444655,0.5751846
554,-1.32814,3.0660975,9.752349
555,-2.0407782,5.1241126,7.733858
556,3.3057144,1.6493077,-12.947045
557,13.49683,9.350867,-2.4266057
558,-13.555294,4.527601,7.1374207
559,-3.269991,-1.9749888,1.8186021
560,-4.164719,-0.9463161,1.6607076
561,5.767111,-8.176572,-0.43986958
562,-0.4978632,-2.6011126,0.17183329
563,3.4374354,0.6313451,-1.7526813
564,-2.475149,-2.1544478,-1.6064674
565,4.076164,5.1084414,4.924715
566,-3.4171655,4.0750985,8.151844
567,7.937391,-9.96386,-1.7534077
568,4.628533,-10.547199,-5.8478923
569,4.235953,-2.57354,-9.090589
570,8.573156,-7.5033207,-0.21171103
571,0.70426905,6.2681503,7.215664
572,8.168101,-4.5550103,-8.504535
573,-4.314683,4.1064634,2.912919
574,12.371906,11.2153015,-1.7505008
575,-0.35808098,-4.0910635,-8.08383
576,2.1882155,2.4374185,-9.771733
577,5.17229,-7.141623,-2.8197048
578,0.89268255,-0.66967195,4.03845
579,10.855904,-6.7081323,0.00174567
580,-1.823791,-4.4403257,-3.6846905
581,1.1680237,4.119525,-0.1124747
582,-12.462418,4.0525355,7.6655946
583,5.2559543,-7.75835,-1.5369413
584,-16.022236,3.3850656,6.6482306
585,9.853832,-8.11967,0.03671573
586,-1.7849076,-4.2850757,0.016445437
587,-2.5497692,1.6229947,7.8764353
588,6.3563104,-5.8184195,-6.689266
589,-1.670695,-0.9172552,3.4725564
590,4.3740845,-7.982223,-6.630987
591,-11.969522,4.757392,3.4942465
592,11.179817,10.709632,-1.0861182
593,8.4946375,-5.3545,-1.5273992
594,5.895013,-11.297584,-5.601781
595,-12.871285,6.1824827,7.192955
596,-0.02667957,2.0548103,-0.8177661
597,2.2684243,1.0201315,-12.141879
598,8.217706,-6.6973763,-0.8750599
599,1.6793454,1.0359137,-11.693235
600,0.76689804,3.1852074,9.893491
601,4.2122655,-7.1778383,-6.015448
602,-1.5160998,2.592744,-1.663142
603,2.3032033,0.30752584,-4.417845
604,11.951974,10.0112705,-1.4377553
605,-6.7857733,1.928462,2.4755764
606,6.7377462,-4.107038,-9.380764
607,5.7901244,-7.8743896,-5.9037256
608,-1.2269944,0.82934237,-0.55984265
609,0.76492804,0.46221086,4.250765
610,-6.3650994,3.815418,7.0250416
611,13.989078,9.031678,-2.3490634
612,8.11903,-10.811714,-0.49396935
613,-3.3773768,-3.2169218,-1.2850795
614,-9.530387,2.158579,3.45988
615,2.43896,4.496445,3.778285
616,5.7265267,-6.787963,0.3934524
617,-13.980854,4.1734905,8.172837
618,8.768801,-5.8365746,-0.15681416
619,-7.2695665,4.016218,4.5949817
620,5.1969857,-7.1336303,-3.2654355
621,-3.3831708,-4.337116,-1.8837731
622,-8.911371,1.032532,8.064245
623,-4.2377663,2.8446875,3.3694572
624,-10.921381,5.173092,4.0840282
625,2.669469,-8.299281,-7.5000463
626,13.591882,9.8122835,-1.6753896
627,-3.1827927,1.0756654,5.399984
628,-0.60646224,0.27270338,-3.2611954
629,6.499974,-7.3347287,-7.629022
630,-3.7535806,5.1979504,3.4155982
631,-2.7203145,-2.2014172,2.0171008
632,1.5111307,4.170157,2.49845
633,-11.241139,2.6949568,4.607317
634,13.682635,9.269849,-2.1696596
635,1.6268804,1.1049668,-2.8677814
636,-1.7217376,-1.4724888,-1.459724
637,3.7231157,5.1561646,3.7730694
638,-9.773382,5.5284038,4.0986648
639,-2.1189637,-3.6600966,2.158766
640,-2.233134,2.8267145,7.947427
641,4.11768,-9.344235,-5.1082544
642,-3.4067879,2.137938,8.677951
643,-9.689818,0.6206626,6.57936
644,2.8280218,1.2761618,-11.957763
645,2.2437189,3.9602323,1.4551755
646,-0.91190386,-1.654998,-10.079035
647,4.5397544,-10.786992,-3.382488
648,7.1320705,-9.322276,-0.60805094
649,-0.49383292,2.4581969,-2.0680027
650,-11.980987,2.210826,4.890632
651,-5.23764,2.1449335,5.9388747
652,4.4847064,0.2261651,1.3438084
653,6.1715,-3.834128,1.0628328
654,7.896284,-8.334541,2.3512657
655,-3.6163182,-0.65977895,5.716641
656,-0.180868,0.016454402,-1.0462332
657,1.7175612,3.6546645,8.395906
658,-1.9140853,3.6143777,7.0445194
659,2.0771494,-0.9366899,6.333327
660,-3.488701,-0.6274911,5.140306
661,9.091005,-7.277004,1.243684
662,2.873223,-7.9173317,-7.2094564
663,-2.3599002,-2.3195531,-1.6151749
664,8.249634,-7.3717546,-5.9967136
665,4.4386168,4.0512633,4.7726026
666,-1.8087051,-4.3591404,-8.299639
667,5.6587763,-3.4527688,1.8486961
668,13.914412,10.002513,-1.7428205
669,4.671537,-6.8545656,-5.455115
670,-2.441161,3.2026048,1.0792516
671,-2.5342999,5.613059,10.04749
672,-0.84687555,-3.487659,-2.976489
673,0.7224878,1.6680678,-3.1171894
674,2.0701487,4.1589546,3.3690047
675,4.7315145,-8.682888,-1.742889
676,-0.27279988,2.1259487,-2.6495526
677,2.8186328,-2.0240436,-9.788151
678,-13.007903,4.282865,4.716412
679,1.9531181,4.0877957,9.59171
680,3.9114375,-9.306494,-3.6203587
681,-7.654875,3.5441356,3.252216
682,1.8271779,1.3582307,-3.2658627
683,-12.3521385,5.9512315,5.412962
684,-15.924573,4.1006675,6.194525
685,-4.7809186,-0.6453381,2.0198069
686,-0.35818738,-3.2316685,-0.7573039
687,0.4752631,-3.0074775,0.53005093
688,-0.37916034,4.965503,6.463751
689,-4.4123726,4.2982993,9.419673
690,0.9705233,3.091812,3.3195186
691,4.3393297,4.5298567,5.1807194
