,Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,y,y_pred
1747,40633.0,750.263,268.3977997799982,193.1601358189624,1.3895092724077998,0.6943074273743568,41121.0,227.45448428471104,0.7553304210428479,0.9881325843243112,0.907113632179944,0.8474528646328405,0.0066054143129967,0.0021015611635186,0.7181763577744075,0.9979127083516008,DERMASON,SIRA
1780,38621.0,748.95,283.1194769838902,174.4883418204918,1.6225695884894975,0.787506468483701,39137.0,221.75162785697137,0.6878918495297806,0.9868155453918288,0.86522234806708,0.7832439866706495,0.0073307132643869,0.0017018225445738,0.6134711426557327,0.9953996194890942,DERMASON,SIRA
1833,42670.0,791.457,293.8811774777808,185.53675291416567,1.5839512811444867,0.7755122258398601,43350.0,233.08610291874845,0.707135991515031,0.984313725490196,0.8560080676280591,0.7931304240686567,0.0068873020266646,0.001681153345326,0.6290558695833272,0.9963938505379702,HOROZ,SIRA
1964,68024.0,1011.261,380.5696407327228,230.3304483927484,1.6522767327912884,0.7960540828058548,69648.0,294.29720826243783,0.6991879946551547,0.9766827475304388,0.8358830384499509,0.7733071079863808,0.0055946377856745,0.0012341266915417,0.5980038832622602,0.9880679024330704,BARBUNYA,CALI
1983,41130.0,751.167,278.9962562992226,187.7938232743216,1.4856519316488708,0.739546771006943,41511.0,228.8413041278983,0.7190056639395846,0.990821709908217,0.9160002089107306,0.8202307341445713,0.0067832787818921,0.0018939285125005,0.6727784572353424,0.9995146145634336,SIRA,DERMASON
2145,43805.0,773.977,293.60605641651983,190.2945710773276,1.5429029570013897,0.7615306467239756,44195.0,236.1657431913524,0.7452111190500493,0.9911754723384998,0.9189194384077816,0.8043626418125359,0.0067025694878785,0.0017307273438671,0.6469992595436421,0.9982570707275948,SEKER,SIRA
2236,85329.0,1105.4399999999998,400.5141201779301,272.68789005892205,1.468763868066849,0.7324278685795742,86101.0,329.6122830124914,0.7335648765055321,0.9910337859026028,0.877477863924211,0.8229729400453091,0.0046937632009976,0.0013281378713491,0.6772844600468197,0.9947709433199344,CALI,BARBUNYA
2589,38253.0,754.503,292.31378522435125,167.55940872336308,1.7445381757520697,0.8194031815840144,38857.0,220.6926195067569,0.8085605580215599,0.9844558252052398,0.8444101065512019,0.7549853296770626,0.0076415911229015,0.0015315021480378,0.5700028480275829,0.9943917286715236,HOROZ,SIRA
2602,38216.0,720.9789999999999,269.4453393100549,181.16528664277823,1.4872901111643275,0.7402208780748009,38640.0,220.5858618352477,0.786434539243528,0.9890269151138716,0.9238678664392688,0.8186664590305499,0.0070505897872633,0.0019535889976213,0.670214771141619,0.9968038014751928,SIRA,DERMASON
2631,48644.0,835.917,323.1527042405779,192.35523678943488,1.679978718719901,0.8035437968488544,49179.0,248.868367644619,0.7181834288076537,0.989121372943736,0.8748081667608408,0.7701262108558549,0.0066432181613472,0.0014414709552758,0.5930943806471967,0.9963859376796506,SEKER,SIRA
2769,40787.0,755.1429999999999,284.71161825357115,182.81386215075165,1.5573852819694425,0.7666193254013103,41205.0,227.88510550519328,0.7723640357521587,0.9898556000485378,0.8988210296792909,0.8004067656355113,0.0069804501006097,0.0017672833809323,0.6406509904751004,0.997740423445067,DERMASON,SIRA
2820,37571.0,748.438,285.6646264685472,168.9448662964697,1.6908748559855853,0.8063711433111614,38088.0,218.7164441354257,0.6615544442879279,0.9864261709724848,0.8428512969157018,0.7656406284503947,0.0076033277386427,0.0016116968532711,0.5862055719339153,0.9912002620217067,DERMASON,SIRA
2840,68859.0,1084.476,413.5414071229865,217.10722214410688,1.9047795970992372,0.8511052345049128,70948.0,296.0979598222834,0.7101794554455445,0.9705559000958448,0.7357507014566338,0.716005591513172,0.0060056260927836,0.0009736518826502,0.5126640070781272,0.9765119408495556,BARBUNYA,HOROZ
2948,41574.0,754.002,273.5065780270443,193.8869061689978,1.410650071380517,0.7053160110228045,41973.0,230.07316408660017,0.7433751743375174,0.9904938889285968,0.918938992741964,0.8411979183325183,0.0065787890996065,0.0020319755786388,0.7076139378069622,0.99819565187724,DERMASON,SIRA
2998,59471.0,957.54,361.3700972680688,211.6221386014985,1.707619531945841,0.8105925566192101,60328.0,275.1741793209255,0.6689651293588301,0.9857943243601645,0.8150819109577885,0.761474680393375,0.0060764086238346,0.001260226487324,0.5798436888801926,0.9901524086073444,HOROZ,CALI
3016,42805.0,759.7669999999999,280.2144235797731,194.7269448413956,1.4390120679395797,0.7190858913193238,43198.0,233.4545324305969,0.7686989314896292,0.9909023565905828,0.9318446427586738,0.8331281789430648,0.0065463012166749,0.0019454633022494,0.6941025625489873,0.9988219638957796,SEKER,SIRA
3111,39029.0,750.46,268.17150459852843,186.92799989906896,1.4346245867035787,0.7170259566335445,39677.0,222.91986495480535,0.7475387856732427,0.9836681200695616,0.87084766142236,0.8312585831538368,0.0068710831586391,0.0020237158725805,0.6909908320669241,0.9913124368699732,DERMASON,SIRA
3125,40069.0,743.4789999999999,283.2914062461369,180.5122255595321,1.5693751787061572,0.7707015775911035,40399.0,225.870394956916,0.8143112628541235,0.991831480977252,0.910921506390369,0.7973076132096616,0.0070700892521933,0.0017624154981442,0.6356994300820874,0.997650906688478,DERMASON,SIRA
3181,60409.0,946.447,359.7523847368893,215.0499722463753,1.672878080285142,0.8016660179451903,61368.0,277.3357670007719,0.731414664858582,0.9843729631078086,0.8474594222702058,0.7709073762043465,0.0059552779343622,0.0012974499155401,0.5942981826862697,0.9941884029691554,BARBUNYA,CALI
3204,40720.0,762.9399999999999,299.98165728712684,173.55389937939717,1.7284639432465445,0.8156480745648346,41121.0,227.69785739355527,0.7941491955143832,0.9902482916271492,0.8790971322509182,0.7590392674429914,0.0073669365738488,0.0015084248172643,0.576140609520393,0.995838269796086,DERMASON,SIRA
3333,56074.0,937.773,355.6386083140678,202.0103965506066,1.7604965605073453,0.8230136749171919,56916.0,267.1996149538384,0.6532005358494962,0.9852062688874832,0.8012645931218753,0.7513234185133013,0.006342308526484,0.0012466221265808,0.5644868792065133,0.993777209294592,SIRA,HOROZ
3399,73097.0,1028.668,376.5884966121909,249.01087878501625,1.5123375269773611,0.7501849509044485,74018.0,305.07374682444606,0.731606497652958,0.9875570807100976,0.8680784148896584,0.8100984219350958,0.0051519008524589,0.0013686689155652,0.6562594532217325,0.9924857985408702,BARBUNYA,CALI
3433,41436.0,760.636,284.081581914492,186.6823518488347,1.521737749182236,0.7537655347425412,41923.0,229.69099628772173,0.70462197734925,0.9883834649237888,0.8999822332286469,0.808538852606285,0.0068559122964207,0.0018073763343447,0.6537350761738879,0.99481334337833,DERMASON,SIRA
3448,35291.0,723.178,276.2396962687614,163.16130774920467,1.693046593456885,0.8069269864062711,35849.0,211.97617029574013,0.7192263797179425,0.9844347122653352,0.8479757191770101,0.7673631746593818,0.0078274828219308,0.0016741936915597,0.5888462418233249,0.9969441237888694,SIRA,DERMASON
3541,35380.0,697.3820000000001,255.5805925140798,176.77531238015385,1.4457934712311855,0.722221617097602,35828.0,212.2432922208145,0.8014679231605655,0.9874958133303562,0.9141684425934536,0.830435872039549,0.0072238720326195,0.0021192110543095,0.6896237375700863,0.9970534973848793,SIRA,DERMASON
3547,34942.0,701.8719999999998,250.9163363655854,178.0581442745157,1.409182025275647,0.7045729829128514,35396.0,210.92542798850985,0.786503702703311,0.9871736919425924,0.8913367004009309,0.8406205472456415,0.0071809380220246,0.0022118768645077,0.7066429044515617,0.9957884792417172,SIRA,DERMASON
3652,79236.0,1091.724,421.8782726477074,239.86127040289105,1.7588428175131623,0.8226448119704666,80255.0,317.6262088786682,0.6650663085445694,0.9873029717774592,0.8354235082015978,0.7528859139515448,0.00532432571871,0.001055263862206,0.566837199426653,0.9969775369108448,CALI,BARBUNYA
3745,66178.0,1002.393,394.5140473959008,216.16996620271695,1.825017852044898,0.8365177377939543,66871.0,290.27650023982926,0.7962604228080519,0.9896367633204228,0.8276513954350035,0.7357824192975629,0.0059614078303348,0.0010777703281584,0.5413757685473747,0.9880204422634858,HOROZ,CALI
3749,38091.0,728.862,269.7197032262548,180.74467415788476,1.4922691608088452,0.742252420504503,38589.0,220.22481126909173,0.7409258899046878,0.98709476793905,0.9010349177836184,0.8164950822460152,0.0070809299631475,0.001941262900719,0.6666642193319273,0.9948424551237393,DERMASON,SIRA
3853,35561.0,708.141,259.7683482293285,174.8105517269035,1.4859992469742314,0.739689928070266,36021.0,212.7855057336545,0.7936483138795277,0.9872296715804668,0.8911367401280563,0.8191356151897433,0.0073048662363074,0.0020286880293227,0.6709831560722795,0.9970804646558004,SIRA,DERMASON
3912,41641.0,761.973,281.04761220111993,189.96923286999004,1.4794375276203886,0.7369634795107802,42155.0,230.25848058718037,0.7730192321972228,0.9878069030957182,0.9012636370851124,0.8192863792146561,0.0067493002617881,0.0018757780559757,0.6712301711666614,0.9930431048950158,DERMASON,SIRA
4010,40988.0,764.163,293.0813530780965,179.16942839132048,1.6357776865704077,0.7913757710575074,41498.0,228.4459289626428,0.6750329380764163,0.9877102510964384,0.8820527941068325,0.7794625163401968,0.0071504184902434,0.0016281415659932,0.6075618143793916,0.9938360591740408,DERMASON,SIRA
4075,42070.0,763.489,289.0223733637728,186.1234338984549,1.5528532184800403,0.7650458030793523,42556.0,231.44154261283407,0.7688230994152047,0.9885797537362534,0.9069363471418402,0.8007737944962979,0.0068700350217202,0.0017425214104301,0.6412386699519993,0.9957495324488224,DERMASON,SIRA
4122,36100.0,715.7669999999999,262.13183237620103,176.11570261222224,1.488406930717428,0.7406788209739922,36686.0,214.3920417481474,0.7364040634817021,0.9840266041541732,0.8854697368169046,0.8178786979234959,0.0072612695949086,0.0020042316305456,0.6689255645170331,0.9956334463612202,SIRA,DERMASON
4162,50954.0,865.7629999999999,330.1554739607484,198.46152528567475,1.6635742040453798,0.7991622668186164,51704.0,254.70894715819364,0.7338056971686973,0.9854943524678942,0.854260063775932,0.7714818237073227,0.0064794809820769,0.0014158680313276,0.5951842043107765,0.9901330889466826,CALI,SIRA
4299,55544.0,924.19,357.6967018772121,198.22572114612973,1.804491868204743,0.8324017652982514,56205.0,265.93385883104446,0.7691370333444112,0.9882394804732676,0.8171927147136002,0.7434618698897945,0.0064398801288566,0.001213646883215,0.5527355519800297,0.9974068088156236,CALI,HOROZ
4301,47794.0,833.459,279.6545563592836,217.9185650374949,1.2832984482582588,0.6267231968346096,48528.0,246.6844356684717,0.7381312741312741,0.984874711506759,0.8645990659456373,0.8821041175940869,0.0058512481976667,0.0021852829657352,0.7781076742764427,0.9985443709768016,BARBUNYA,SEKER
4335,56376.0,921.455,350.69229282901745,205.398729729478,1.7073732310365282,0.8105315186067042,57032.0,267.9181826117622,0.6826503923278117,0.9884976855098891,0.8343645823777067,0.7639694059155946,0.006220595516337,0.0013071204040844,0.5836492531750264,0.9965071111855016,CALI,SIRA
4393,63977.0,974.117,382.7889164379256,214.3542697708133,1.7857769609497487,0.8285058915840037,64772.0,285.4085604068692,0.8134186034684433,0.9877261779781388,0.8472498296622626,0.7456029894040885,0.0059832270415606,0.0011406326744216,0.5559238178083135,0.992755945885312,HOROZ,CALI
4411,39078.0,734.17,280.6804903025636,178.0283680454089,1.5766054218447456,0.7731082420959033,39474.0,223.0597564088168,0.7809352517985612,0.989968080255358,0.9110640798179817,0.7947105841534134,0.0071825705077681,0.0017672404728254,0.6315649125654598,0.9957286653976064,DERMASON,SIRA
4412,77361.0,1078.14,400.4973813213904,247.427608902786,1.61864467388013,0.786334631061825,78594.0,313.8456378862974,0.7038577017559822,0.9843117795251546,0.8363375974239524,0.7836396753726665,0.0051769933341268,0.0012042676847622,0.6140911408181781,0.9939953543623168,CALI,BARBUNYA
4477,38585.0,735.508,271.4475380752416,181.48749595329852,1.4956817639111186,0.7436299537384897,38970.0,221.6482524939149,0.7824667423750811,0.9901206055940468,0.8963003518930353,0.8165417673910786,0.0070350534683229,0.001929126839042,0.6667404578941465,0.997231544134024,DERMASON,SIRA
4667,34165.0,693.307,272.149359170814,160.50251470860098,1.6956080698480802,0.8075793491429079,34437.0,208.5670852408808,0.7726142017186793,0.9921015187153353,0.8931823220738271,0.7663699296457797,0.007965735670154,0.0016949600913653,0.5873228690652774,0.9958693963934118,HOROZ,DERMASON
4707,38716.0,729.7439999999999,269.4084684589081,183.3465288268837,1.4693949767289256,0.7326995894158174,39116.0,222.02419285736983,0.8088413487653031,0.989774005522037,0.9136067075894714,0.8241173491219873,0.0069585822000957,0.0019799615300562,0.6791694051238515,0.99796811223696,DERMASON,SIRA
4791,35867.0,709.9259999999999,263.9178839382706,173.2989922747747,1.5229048967567849,0.7542043121381526,36262.0,213.69904714578416,0.7884763349381169,0.9891070542165352,0.8942907796135807,0.8097179469496184,0.0073582369291624,0.0019511407147067,0.655643153612305,0.9984821691612404,SIRA,DERMASON
4851,35869.0,705.5319999999999,264.8164877664744,172.849543465591,1.5320635649766188,0.7576040324070743,36265.0,213.7050051592277,0.7079221599431594,0.9890803805321936,0.9055151074725096,0.8069928234516923,0.0073828790255227,0.0019314532703079,0.6512374171025345,0.997737118892274,HOROZ,DERMASON
4955,60633.0,957.86,365.2227575114264,212.5224049082895,1.7185141381636078,0.8132617518010146,61556.0,277.84947960348444,0.7057734838784775,0.9850055234258236,0.8304525932453017,0.7607671589161351,0.0060234980540535,0.0012446165261387,0.578766670085328,0.9946187052395088,CALI,BARBUNYA
4989,40771.0,769.3979999999999,302.3634984933629,172.32836980234103,1.7545776057660785,0.8216878783701929,41248.0,227.8404035249177,0.7799778083868993,0.9884358029480216,0.865484155361563,0.7535314436438794,0.0074161413380432,0.0014749023871458,0.5678096365600289,0.9962660726464028,DERMASON,SIRA
5011,39421.0,729.778,268.7413024228028,187.1020982706884,1.4363350539981845,0.7178319749309188,39773.0,224.03655079697344,0.777534516765286,0.9911497749729716,0.9301563753634996,0.8336513545822715,0.0068172116999265,0.0020310676274988,0.6949745809968562,0.9982163523234848,SIRA,DERMASON
5015,37356.0,723.044,268.5293041677054,177.44211739110747,1.5133346474660745,0.7505687400459692,37768.0,218.08974398886056,0.774892134085629,0.9890912942173268,0.8979264767354782,0.8121636655813785,0.0071883848422664,0.0019292357776355,0.6596098196905813,0.9982103939466066,SIRA,DERMASON
5022,40649.0,750.717,279.02152760879534,185.99876678422035,1.5001256859541006,0.7454059476290978,41076.0,227.4992620953739,0.7578678499515251,0.9896046353101569,0.9063735615661224,0.8153466295057394,0.0068641670793573,0.0018712711835292,0.6647901262463696,0.9972687441508484,DERMASON,SIRA
5120,39401.0,744.2539999999999,284.6191816430631,176.9496458593222,1.6084755652426672,0.783250155934084,39849.0,223.97971180915056,0.698772745007626,0.9887575597882003,0.8938708063222731,0.786945245630143,0.0072236537560737,0.0017088925150625,0.6192828196198862,0.9961012833331692,DERMASON,SIRA
5157,49106.0,908.723,297.86987808175763,210.4572992109266,1.4153459119667953,0.7076720507695007,49733.0,250.0473976744507,0.7423431594860166,0.9873926768946172,0.7472765997096348,0.8394517743275106,0.0060658550499278,0.0018580388758236,0.704679281421606,0.9973649402077688,SEKER,BARBUNYA
5239,41712.0,772.6019999999999,285.7319166270166,186.67475386007973,1.5306403823689203,0.7570807411443989,42286.0,230.45469812957407,0.7054287163876205,0.9864257673934635,0.878130823587667,0.8065416732230188,0.0068501130760216,0.0017880709636804,0.6505094706453869,0.9956960648832592,DERMASON,SIRA
5377,39561.0,723.4189999999999,263.8513541402877,191.27926874254956,1.3794038207842372,0.6888005778474617,39905.0,224.4340206592302,0.80082995951417,0.9913795263751408,0.9499424666696568,0.8506078029825095,0.0066694814120039,0.0021537201866559,0.7235336344947316,0.9980450598879383,DERMASON,SEKER
5379,37202.0,722.697,259.5978011262218,183.272158624096,1.4164606510619815,0.7082267663689475,37691.0,217.6397425638009,0.7468031717354211,0.9870260804966704,0.8950837003513388,0.8383728275802305,0.0069780603496108,0.0021264895841291,0.7028689980248709,0.9955862785535908,SIRA,DERMASON
5515,56985.0,924.718,367.3525331720456,199.44160489790477,1.8419052201274424,0.8397869417794943,57768.0,269.3613844943875,0.6578886605555427,0.9864457831325302,0.8374363224454536,0.7332503798693963,0.0064464777252267,0.0011495065113888,0.537656119578614,0.9903116132853136,SIRA,HOROZ
5748,54137.0,905.416,356.39267181380865,195.43736558881363,1.823564653258956,0.8362315561478437,54769.0,262.5440329417668,0.7632454532637812,0.9884606255363436,0.8298655191173416,0.7366706829452668,0.0065831625655985,0.0011959358627571,0.5426836951110459,0.9896188043044628,CALI,HOROZ
6060,31010.0,710.9259999999999,279.08786996336505,141.980800842517,1.965673304469702,0.8609252139402412,31532.0,198.70369468693175,0.7674982674982676,0.9834453888113662,0.7710150140094951,0.7119753886581132,0.0089999313112984,0.00142652334398,0.5069089540548712,0.9964173987823192,DERMASON,HOROZ
6083,39608.0,751.252,279.7037375854125,181.1192237653773,1.5443072898089605,0.7620318700841019,40163.0,224.5672992398277,0.7873884261376061,0.9861813111570352,0.8819043706609924,0.8028755753442589,0.0070617990705264,0.0018100397152381,0.644609189484375,0.9954746703985656,DERMASON,SIRA
6119,46281.0,792.617,291.0355095687828,202.73641795509403,1.4355364098089516,0.7174561035033079,46737.0,242.74842815122008,0.7202595866533864,0.990243276205148,0.9257331857459656,0.8340852582246475,0.0062884447088175,0.001877434487276,0.6956982179876772,0.9987001221605154,SIRA,SEKER
6461,41239.0,763.911,292.3460259057351,179.95614806814137,1.6245403618832557,0.78809101722602,41657.0,229.14433352220036,0.7231867283950617,0.9899656720359123,0.8880398650131525,0.7838120351124127,0.0070890668034078,0.0016505038513998,0.614361306387062,0.9980547390051072,DERMASON,SIRA
6669,54343.0,867.5899999999999,303.8479559922264,228.01623265283624,1.3325716000879944,0.6609513873062484,54907.0,263.0430698185051,0.7404485502507085,0.9897280856721364,0.907244614207816,0.8657062344208587,0.005591298897599,0.0019372008567317,0.7494472843151427,0.998692166841432,CALI,SEKER
6754,38091.0,755.186,271.07768278600906,179.75698436837865,1.508023088718965,0.748513262122413,38716.0,220.22481126909173,0.7063175656882197,0.9838568033887798,0.8393138272060785,0.8124048022165624,0.007116580892757,0.0019122341973292,0.660001562664532,0.9952975950887112,DERMASON,SIRA
6845,69623.0,1009.02,379.54932027806296,234.1251721569364,1.6211384567552922,0.7870803720765832,70383.0,297.7360522729759,0.7237318087318088,0.9892019379679752,0.8593360824291068,0.7844462797479137,0.0054514933323479,0.0012733508389081,0.6153559658103421,0.9975772207689404,CALI,BARBUNYA
6964,38844.0,740.042,279.86714915143966,177.3099133434974,1.5784066658995035,0.7737015127155388,39320.0,222.39091005635245,0.7191468878438924,0.9878942014242116,0.8912941850353961,0.7946302762958932,0.0072049003488682,0.0017720181821251,0.6314372760060877,0.9966648055454336,DERMASON,SIRA
6968,40089.0,759.097,278.47188107025914,183.6644729635306,1.5161989500579895,0.7516659116523079,40639.0,225.9267582843784,0.7164891335430369,0.986466202416398,0.8742598559341256,0.8113090535966053,0.0069463414171034,0.0018564411125602,0.6582223804478196,0.9979960821396544,DERMASON,SIRA
7065,35911.0,721.98,269.0603278569013,170.51748517329187,1.5779046212384804,0.7735364056068357,36408.0,213.8300850932451,0.6921401588158199,0.9863491540320808,0.8657390929530948,0.794729147906821,0.0074924209255353,0.0018436500850154,0.6315944185327017,0.9965957517511812,SIRA,DERMASON
7315,36692.0,723.028,267.3639496503296,175.23949517120943,1.5257060024574616,0.7552522212288968,37123.0,216.1427893209084,0.7541259891069777,0.988389946933168,0.8820049380743025,0.8084215901343077,0.0072867096274482,0.0019198302929781,0.6535454673952825,0.9971182424838498,SIRA,DERMASON
7435,36814.0,719.256,265.8447609199317,176.89427828439412,1.5028454481299347,0.7464830615468045,37293.0,216.5018258580751,0.7983605135322692,0.9871557664977342,0.8942436915940755,0.8143919222214129,0.0072212951844388,0.0019594252040925,0.6632342029794879,0.9967385029918088,SIRA,DERMASON
7476,52736.0,888.201,354.7989038988105,192.59521551106792,1.8421999890148943,0.8398430972312133,53954.0,259.1246044495843,0.7665116279069767,0.9774252140712458,0.8400294928533764,0.7303421786316658,0.0067278311570617,0.0011807565876748,0.5333996978884482,0.9826289175906472,SIRA,HOROZ
7482,34644.0,690.13,238.1640436348007,185.65289928163435,1.282845808260216,0.6263811839326405,35094.0,210.02407192463676,0.7978076639646279,0.9871772952641478,0.9140628969386376,0.8818462632700609,0.0068746115816534,0.0025644807533761,0.7776528320433695,0.9976086758685224,DERMASON,SEKER
7636,47940.0,854.752,284.1537886630033,215.15725127136207,1.3206795819519976,0.6531994064101656,48828.0,247.06093129955556,0.7601078167115903,0.9818137134431064,0.8245702134319958,0.8694620348439602,0.0059272796967668,0.0020894773941156,0.7559642300349999,0.9983865232932876,BARBUNYA,SEKER
7795,34952.0,707.965,272.4792930738466,163.72762125429557,1.6642231224421322,0.7993385158112696,35404.0,210.95560804961647,0.6921736375158428,0.9872330810077956,0.8763111147388344,0.7742078514290768,0.0077958140613941,0.0017277126777817,0.5993977972144274,0.9975316736651304,HOROZ,DERMASON
7889,40061.0,756.8059999999999,278.5365623896397,183.42177853427367,1.518557744971343,0.752563598683171,40567.0,225.8478456873905,0.7078915747808877,0.987526807503636,0.8789466534224182,0.8108373412444722,0.006952811022931,0.0018538523927191,0.6574571939564047,0.9983867138696249,DERMASON,SIRA
